Filing Name,Filing Date,Court District,Exchange,Ticker,Sector,Industry,MarketCap,sharesOutstanding,bookValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,averageDailyVolume3Month,fiftyDayAverage,twoHundredDayAverage,Open,Close,High,Low,Volume
"Spear & Jackson, Inc.",4/20/04,S.D. Florida,OTC-BB,SJCK, Appliance & Tool, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Asconi Corporation,4/16/04,M.D. Florida,American SE,ACD, Beverages (Alcoholic), Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Superconductor Technologies, Inc.",4/16/04,C.D. California,NASDAQ,SCON, Electronic Instruments & Controls, Technology,12214986.0,10714900.0,0.6459999999999999,2.47,0.88,224101.0,1.1847059,1.1015217,nan,nan,nan,nan,nan
"MasTec, Inc.",4/14/04,S.D. Florida,New York SE,MTZ, Construction Services, Capital Goods,4361483776.0,82760600.0,16.000999999999998,55.53,36.4,927812.0,51.679413000000004,45.79116,nan,nan,nan,nan,nan
"NovaStar Financial, Inc.",4/14/04,W.D. Missouri,New York SE,NFI, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Sel-Leb Marketing, Inc.",4/12/04,D. New Jersey,NASDAQ,SELB, Personal & Household Products, Consumer Non-Cyclical,199689200.0,22336600.0,2.9419999999999997,24.02,7.95,233537.0,9.055736,13.898587,nan,nan,nan,nan,nan
Canadian Imperial Bank of Commerce : MFS Family of Mutual Funds,4/9/04,D. Maryland,New York SE,BCM, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Vaso Active Pharmaceuticals, Inc.",4/8/04,D. Massachusetts,NASDAQ,VAPH, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NDCHealth Corporation,4/7/04,N.D. Georgia,New York SE,NDC, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nokia OYJ (Nokia Corporation),4/6/04,S.D. New York,New York SE,NOK, Communications Equipment, Technology,32882290688.0,5605709824.0,3.552,6.65,4.51,17009295.0,5.202647,5.433406,nan,nan,nan,nan,nan
McDonald's Corporation,4/2/04,N.D. Illinois,New York SE,MCD, Restaurants, Services,129989000000.0,797185984.0,-4.362,178.7,126.58,3949235.0,169.00177,165.55254,nan,nan,nan,nan,nan
The Goldman Sachs Funds,4/2/04,S.D. New York,Undetermined,Undetermined, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Titan Corporation,4/2/04,S.D. California,New York SE,TTN, Computer Networks, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"EMCOR Group, Inc.",3/31/04,D. Connecticut,New York SE,EME, Constr. - Supplies & Fixtures, Capital Goods,4496314880.0,58813800.0,27.497,85.08,59.76,338370.0,79.76205999999999,75.06616,nan,nan,nan,nan,nan
"Verdisys, Inc.",3/31/04,S.D. Texas,NASDAQ,VDYS, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Capital Group Companies, Inc. : American Family of Funds",3/24/04,D. Maryland,ETF,ETF, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Universal Health Services, Inc.",3/22/04,E.D. Pennsylvania,New York SE,UHS, Healthcare Facilities, Healthcare,11046261760.0,87631696.0,51.26,129.74,95.26,868703.0,116.75088500000001,110.00014499999999,nan,nan,nan,nan,nan
"Quovadx, Inc.",3/18/04,D. Colorado,NASDAQ,QVDX, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Exxon Mobil Corporation,3/17/04,D. New Jersey,New York SE,XOM, Oil & Gas - Integrated, Energy,328650000000.0,4239000064.0,43.019,89.3,73.9,13317750.0,82.99118,81.73993,nan,nan,nan,nan,nan
China Life Insurance Company Limited,3/16/04,S.D. New York,New York SE,LFC, Insurance (Life), Financial,118259000000.0,28594100224.0,8.9,17.85,14.31,726972.0,15.87147,15.935433999999999,nan,nan,nan,nan,nan
"Canadian Superior Energy, Inc.",3/15/04,S.D. New York,American SE,SNG, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Fremont Investment Advisors, Inc. : Fremont Family of Mutual Funds",3/12/04,N.D. California,ETF,ETF, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Siebel Systems, Inc.",3/10/04,N.D. California,NASDAQ,SEBL, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Zomax, Inc.",3/9/04,D. Minnesota,NASDAQ,ZOMX, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99 Cents Only Stores,3/5/04,C.D. California,New York SE,NDN, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Activision, Inc.",3/5/04,C.D. California,NASDAQ,ATVI, Software & Programming, Technology,54492053504.0,756099008.0,12.499,74.94,44.95,6275361.0,69.857056,64.99689000000001,nan,nan,nan,nan,nan
SPX Corporation,3/5/04,W.D. North Carolina,New York SE,SPW, Misc. Capital Goods, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"American Express Financial Advisors, Inc. : American Express family of mutual funds",3/4/04,S.D. New York,Open-end Fund,Open-end Fund, Consumer Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Diomed Holdings, Inc.",3/3/04,D. Massachusetts,American SE,DIO, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Hartford Financial Services Group, Inc. : The Hartford Family of Funds",2/27/04,D. Connecticut,ETF,ETF, Insurance (Prop. & Casualty), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"ITT Educational Services, Inc.",2/26/04,S.D. Indiana,New York SE,ESI, Schools, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Quality Distribution, Inc.",2/24/04,M.D. Florida,NASDAQ,QLTY, Trucking, Transportation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Allianz Dresdner Asset Management of America L.P. : PIMCO Mutual Funds,2/20/04,D. Maryland,ETF,PCQ, Insurance (Prop. & Casualty), Financial,277143328.0,18725900.0,13.831,17.89,14.43,66058.0,16.27853,16.973116,nan,nan,nan,nan,nan
"Medical Staffing Network Holdings, Inc.",2/20/04,S.D. Florida,New York SE,MRN, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"SinoFresh Healthcare, Inc.",2/20/04,M.D. Florida,OTC-BB,SFSH.OB, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Walt Disney Company,2/20/04,C.D. California,New York SE,DIS, Broadcasting & Cable TV, Services,161270000000.0,1503680000.0,28.859,116.1,96.2,9020658.0,108.23088,103.77869399999999,nan,nan,nan,nan,nan
Allianz Aktieng Group of Companies : PIMCO Family of Mutual Funds,2/17/04,D. Connecticut,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ernst & Young, LLP : Metromedia Fiber Network",2/17/04,S.D. New York,NASDAQ,MFNX, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FleetBoston Financial Corporation : Columbia Family of Funds,2/13/04,D. Maryland,New York SE,FBF, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"aaiPharma, Inc.",2/12/04,E.D. North Carolina,NASDAQ,AAII, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Deloitte & Touche LLP : Symbol Technologies, Inc. common stock",2/12/04,E.D. New York,New York SE,SBL, Computer Peripherals, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
InterBank Funding Corporation,2/12/04,D. District Columbia,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Sonus Networks, Inc.",2/12/04,D. Massachusetts,NASDAQ,SONS, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Whitehall Jewellers, Inc.",2/12/04,N.D. Illinois,New York SE,JWL, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Eaton Vance Corporation,2/11/04,S.D. New York,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Mobility Electronics, Inc.",2/10/04,D. Arizona,NASDAQ,MOBE, Computer Peripherals, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lord Abbett & Co. LLC : Lord Abbett Family of Mutual Funds,2/9/04,D. New Jersey,Open-end Fund,Open-end Fund, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AGCO Corporation,2/6/04,N.D. Georgia,New York SE,AG, Constr. & Agric. Machinery, Capital Goods,923338944.0,165668992.0,3.838,9.93,4.93,3868479.0,6.254706,6.723623299999999,nan,nan,nan,nan,nan
"Franklin Resources, Inc. : Franklin Family of Funds",2/6/04,D. Maryland,ETF,BEN, Investment Services, Financial,21687484416.0,551704000.0,21.285,47.65,37.01,2916708.0,41.989117,42.809494,nan,nan,nan,nan,nan
"D&K Healthcare Resources, Inc.",2/5/04,E.D. Missouri,NASDAQ,DKHR, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Datatec Systems, Inc.",2/5/04,D. New Jersey,NASDAQ,DATCE, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Winn-Dixie Stores, Inc.",2/4/04,M.D. Florida,New York SE,WIN, Retail (Grocery), Services,287160832.0,182904992.0,2.85,7.93,1.28,2484585.0,1.6220589,1.9257971,nan,nan,nan,nan,nan
"Hollinger International, Inc.",2/2/04,N.D. Illinois,New York SE,HLR, Printing & Publishing, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Progress Energy, Inc. : Contingent Value Obligations (CVOs)",1/27/04,S.D. New York,New York SE,PGN, Electric Utilities, Utilities,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Edward D. Jones & Co. L.P. : Various Mutual Funds,1/23/04,E.D. Missouri,Undetermined,Undetermined, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Interpool, Inc.",1/23/04,D. New Jersey,New York SE,IPLI, Rental & Leasing, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Royal Dutch Petroleum Company (Shell) : American Depository Receipts (ADR's),1/23/04,D. New Jersey,New York SE,RD, Oil & Gas - Integrated, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Television Azteca, S.A. de C.V.",1/23/04,S.D. New York,New York SE,TZA, Broadcasting & Cable TV, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Vans, Inc.",1/23/04,C.D. California,NASDAQ,VANS, Footwear, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wave Systems Corporation,1/23/04,D. Massachusetts,NASDAQ,WAVX, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Deutsche Bank AG and Scudder Investments : Scudder Family of Funds,1/22/04,D. Maryland,ETF,DB, Money Center Banks, Financial,34291218432.0,2066200064.0,41.995,20.71,15.06,4436150.0,17.667942,17.563913,nan,nan,nan,nan,nan
"American Business Financial Services, Inc.",1/21/04,E.D. Pennsylvania,NASDAQ,ABFI, Consumer Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Metropolitan Mortgage and Securities Company, Inc.",1/20/04,E.D. Washington,Pacific Stock,Pacific Stock, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Tyco International, Ltd. : Shareholders of AMP Inc.",1/20/04,D. New Hampshire,New York SE,TYC, Conglomerates, Conglomerates,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Adecco S.A.,1/16/04,S.D. California,New York SE,ADO, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Advanced Marketing Services, Inc.",1/16/04,S.D. California,New York SE,MKT, Printing & Publishing, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ryland Group, Inc.",1/15/04,N.D. Texas,New York SE,RYL, Construction Services, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"UBS PaineWebber, Inc. : GOALs(+) Equity Linked Notes",1/15/04,E.D. New York,American SE,GPL.D, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Micromuse, Inc.",1/12/04,N.D. California,NASDAQ,MUSE, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Charles Schwab Corporation,1/7/04,D. Connecticut,New York SE,SCH, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Organogenesis, Inc.",1/7/04,D. Massachusetts,American SE,ORG, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Parmalat Finanziaria, SpA.",1/5/04,S.D. New York,OTC-BB,PARAF, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Security Brokerage, Inc. : AllianceBernstein and Massachusetts Financial Services (MFS) Family of Mutual Funds",12/31/03,D. Maryland,ETF,ETF, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"American Physicians Capital, Inc.",12/30/03,W.D. Michigan,NASDAQ,ACAP, Insurance (Prop. & Casualty), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Biopure Corporation,12/30/03,D. Massachusetts,NASDAQ,BPUR, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ibis Technology Corporation,12/29/03,D. Massachusetts,NASDAQ,IBIS, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Dynacq Healthcare, Inc.",12/24/03,S.D. Texas,NASDAQ,DYII, Healthcare Facilities, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Security Trust Company and Capital Management Investors Holdings, Inc. : Various Mutual Funds",12/19/03,D. Maryland,ETF,ETF, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Topaz Group, Inc.",12/18/03,W.D. Washington,American SE,TPZ, Jewelry & Silverware, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Network Engines, Inc.",12/17/03,D. Massachusetts,NASDAQ,NENG, Computer Hardware, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Virbac Corporation,12/16/03,N.D. Texas,NASDAQ,VBAC, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Redback Networks, Inc.",12/15/03,N.D. California,NASDAQ,RBAK, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Levi Strauss & Co. : Bonds,12/12/03,N.D. California,Privately Traded,Privately Traded, Apparel/Accessories, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Silicon Image, Inc.",12/11/03,N.D. California,NASDAQ,SIMG, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Sun Life Financial, Inc. and Massachusetts Financial Services Co. : MFS Family of Mutual Funds",12/11/03,D. Maryland,ETF,SLF, Investment Services, Financial,26107482112.0,611900032.0,27.017,44.5,32.22,514738.0,42.497646,40.209927,nan,nan,nan,nan,nan
Career Education Corporation,12/9/03,N.D. Illinois,NASDAQ,CECO, Schools, Services,917563008.0,69093600.0,4.2860000000000005,13.92,7.76,245903.0,12.27647,11.320362,nan,nan,nan,nan,nan
"SonicWALL, Inc.",12/9/03,N.D. California,NASDAQ,SNWL, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cerus Corporation,12/8/03,N.D. California,NASDAQ,CERS, Biotechnology & Drugs, Healthcare,525027040.0,124414000.0,0.326,5.43,1.93,1257508.0,4.2620587,3.3780434,nan,nan,nan,nan,nan
"FAO, Inc.",12/8/03,E.D. Pennsylvania,NASDAQ,FAOO, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Nasdaq Stock Market, Inc. : Corinthian Colleges, Inc.",12/8/03,S.D. New York,NASDAQ,COCO, Schools, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"LeapFrog Enterprises, Inc.",12/2/03,N.D. California,New York SE,LF, Recreational Products, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Best Buy Company, Inc.",11/20/03,D. Minnesota,New York SE,BBY, Retail (Technology), Services,21389494272.0,292326016.0,14.027000000000001,78.59,41.67,3487112.0,72.77618000000001,62.308406999999995,nan,nan,nan,nan,nan
"Charles Schwab Corporation and U.S. Trust Corporation, N.A. : Excelsior Family of Mutual Funds",11/20/03,D. Maryland,ETF,SCH, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Portal Software, Inc.",11/20/03,N.D. California,NASDAQ,PRSF, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
XL Capital Ltd.,11/20/03,D. Connecticut,New York SE,XL, Insurance (Prop. & Casualty), Financial,11124677632.0,256034000.0,38.465,47.27,33.77,3200433.0,38.372353000000004,39.258765999999994,nan,nan,nan,nan,nan
"Alamosa Holdings, Inc.",11/19/03,N.D. Texas,New York SE,ALMO, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Clean Harbors, Inc.",11/18/03,D. Massachusetts,NASDAQ,CLHB, Waste Management Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Starwood Hotels & Resorts Worldwide, Inc. : Limited Partners of Westin Hotels Limited Partnership",11/18/03,S.D. New York,S.D. New York,S.D. New York, Hotels & Motels, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"PriceSmart, Inc.",11/17/03,S.D. California,NASDAQ,PSMT, Retail (Department & Discount), Services,2417086208.0,30403600.0,24.346999999999998,94.0,77.5,173943.0,82.775,84.4,nan,nan,nan,nan,nan
Finova Capital Corporation : The Thaxton Entities,11/14/03,D. South Carolina,NASDAQ,FNVG.OB, Consumer Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Friedman's Inc.,11/14/03,N.D. Georgia,New York SE,FRM, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Pilgrim Baxter & Associates, Ltd. : PBHG Family of Funds",11/14/03,D. Maryland,ETF,PBHG, Investment Services, Financial,2821.0,28214000.0,0.037000000000000005,0.0002,0.0,1708481.0,0.000125,0.00010625,nan,nan,nan,nan,nan
"Allegiance Telecom, Inc.",11/13/03,N.D. Texas,NASDAQ,ALGX, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Fred Alger Management, Inc. : Alger Funds Family of Funds",11/13/03,D. Maryland,ETF,ETF, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aerosonic Corporation,11/12/03,M.D. Florida,American SE,AIM, Aerospace & Defense, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Biovail Corporation,11/12/03,S.D. New York,New York SE,BVF, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Morgan Stanley : Van Kampen and Morgan Stanley family of funds,11/12/03,S.D. New York,S.D. New York,S.D. New York, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Watson Pharmaceuticals, Inc.",11/12/03,C.D. California,New York SE,WPI, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Boston Communications Group, Inc.",11/10/03,D. Massachusetts,NASDAQ,BCGI, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Gilead Sciences, Inc.",11/10/03,N.D. California,NASDAQ,GILD, Biotechnology & Drugs, Healthcare,105690000000.0,1306269952.0,15.674000000000001,89.54,63.76,8762695.0,80.86353000000001,77.965576,nan,nan,nan,nan,nan
Service Corporation International,11/10/03,S.D. Texas,New York SE,SRV, Personal Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Bear Stearns Companies, Inc. : Janus and Putnam Families of Mutual Funds",11/7/03,D. Maryland,ETF,BSC, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Merck & Co., Inc.",11/6/03,D. New Jersey,New York SE,MRK, Major Drugs, Healthcare,149490000000.0,2724440064.0,14.029000000000002,66.8,53.36,13134980.0,57.992943000000004,59.618187,nan,nan,nan,nan,nan
PMA Capital Corporation,11/6/03,E.D. Pennsylvania,NASDAQ,PMACA, Insurance (Prop. & Casualty), Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Titan Pharmaceuticals, Inc.",11/4/03,N.D. California,American SE,TTP, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hewlett-Packard Company,11/3/03,N.D. California,New York SE,HPQ, Computer Hardware, Technology,36408938496.0,1645229952.0,-2.066,24.1,17.03,9826140.0,22.240586999999998,20.971811,nan,nan,nan,nan,nan
"Amvescap, PLC and INVESCO Funds Group : INVESCO Family of Funds",10/31/03,D. Maryland,ETF,IAGHX, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Alkermes, Inc.",10/29/03,D. Massachusetts,NASDAQ,ALKS, Biotechnology & Drugs, Healthcare,9150038016.0,156144000.0,7.81,71.22,46.43,1071267.0,58.10470600000001,52.875942,nan,nan,nan,nan,nan
"American Pharmaceutical Partners, Inc.",10/24/03,N.D. Illinois,NASDAQ,APPX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Federated Investors, Inc. : Federated Family of Mutual Funds",10/24/03,D. Maryland,ETF,FII, Misc. Financial Services, Financial,3364981504.0,100890000.0,7.841,36.76,24.93,1045730.0,34.212646,31.592246999999997,nan,nan,nan,nan,nan
Goodyear Tire & Rubber Company,10/23/03,N.D. Ohio,New York SE,GT, Tires, Consumer Cyclical,7094600704.0,240332000.0,19.167,37.2,28.81,3043246.0,32.832058,31.871449,nan,nan,nan,nan,nan
"CONSOL Energy, Inc.",10/21/03,W.D. Pennsylvania,New York SE,CNX, Coal, Energy,3444462336.0,230091008.0,17.43,15.51,11.291667,3843443.0,14.092353,13.584614000000002,nan,nan,nan,nan,nan
"Marsh & McLennan Companies, Inc. : Putnam Funds Family of Funds",10/21/03,S.D. New York,New York SE,MMC, Insurance (Miscellaneous), Financial,42537127936.0,509000000.0,14.620999999999999,86.54,71.79,2198706.0,82.513824,81.97426999999999,nan,nan,nan,nan,nan
Van der Moolen Holding N.V. : American Depository Receipts (ADRs),10/20/03,S.D. New York,New York SE,VDM, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cambrex Corporation,10/17/03,D. New Jersey,New York SE,CBM, Biotechnology & Drugs, Healthcare,1747449728.0,32846800.0,16.588,62.95,42.55,358980.0,53.68088,51.416306,nan,nan,nan,nan,nan
Loral Space & Communications Ltd.,10/17/03,S.D. New York,New York SE,LOR, Communications Equipment, Technology,81461336.0,6880180.0,11.159,12.63,10.02,17769.0,11.937353,11.41942,nan,nan,nan,nan,nan
New York Stock Exchange : Specialist Firms,10/17/03,S.D. New York,S.D. New York,S.D. New York, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"LaBranche & Co., Inc.",10/16/03,S.D. New York,New York SE,LAB, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Morgan Stanley : Morgan Stanley Family of Funds,10/16/03,S.D. New York,ETF,ETF, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AmeriTrade Holding Corporation,10/10/03,D. Nebraska,NASDAQ,NASDAQ, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sportsline.com Inc.,10/7/03,S.D. Florida,NASDAQ,SPLN, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alliance Capital Management Holding L.P. : Alliancebernstein Family of Funds,10/2/03,D. Maryland,D. Maryland,CABDX, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DDi Corporation,10/1/03,C.D. California,NASDAQ,DDICQ, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"MicroFinancial, Inc.",9/26/03,D. Massachusetts,New York SE,MFI, Rental & Leasing, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Midway Games, Inc.",9/26/03,N.D. Illinois,New York SE,MWY, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Vertex Pharmaceuticals, Inc.",9/23/03,D. Massachusetts,NASDAQ,VRTX, Biotechnology & Drugs, Healthcare,42120679424.0,253892000.0,8.01,174.96,85.84,1755969.0,160.1,152.67276,nan,nan,nan,nan,nan
"HealthTronics Surgical Services, Inc.",9/16/03,N.D. Georgia,NASDAQ,HTRN, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tropical Sportswear International Corporation,9/16/03,M.D. Florida,NASDAQ,TSIC, Apparel/Accessories, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sealed Air Corporation,9/15/03,D. New Jersey,New York SE,SEE, Containers & Packaging, Basic Materials,7695266816.0,180386000.0,0.8690000000000001,49.94,40.76,2606580.0,46.16853,45.50638,nan,nan,nan,nan,nan
